last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Hoag,Dana,ENRE,2022,JA,N,NA,0,Rapid changes in public perception toward wolves,Conservation Science,10.1111/csp2.12632,10.1111/csp2.12632,conservation science,NA,NA,No IF match,https://openalex.org/W4211022438,https://doi.org/10.1111/csp2.12632,Rapid changes in public perception toward a conservation initiative,2022,2022-02-10,article,43,Conservation Science and Practice,2578-4854,Society for Conservation Biology,TRUE,FALSE,11,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2024,JA,U,DeLay;Mooney;Ritten,1,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,10.22004/ag.econ.349293,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2024,JA,N,NA,0,Bilateral trade welfare impacts of India’s export ban of non-basmati rice using the Global Partial Equilibrium Simulation Model (GSIM),Foods,10.3390/foods13193124,10.3390/foods13193124,foods,5.1,2024,Exact journal-year,https://openalex.org/W4402991773,https://doi.org/10.3390/foods13193124,Bilateral Trade Welfare Impacts of India’s Export Ban of Non-Basmati Rice Using the Global Partial Equilibrium Simulation Model (GSIM),2024,2024-09-30,article,6,Foods,2304-8158,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2021,JA,Y,NA,0,Valuing Cattle Manure as an Agricultural Resource for Efficiency and Environmental Sustainability,Sustainability,10.3390/su13169375,10.3390/su13169375,sustainability,3.889,2021,Exact journal-year,https://openalex.org/W3193515861,https://doi.org/10.3390/su13169375,Valuing Cattle Manure as an Agricultural Resource for Efficiency and Environmental Sustainability,2021,2021-08-20,article,2,Sustainability,2071-1050,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,2,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2026,JA,N,NA,0,Drivers of wolf depredation reporting and compensation use intentions by livestock producers,PeerJ,10.7717/peerj.20732,10.7717/peerj.20732,peerj,2.9,2025,Nearest year (2025),https://openalex.org/W7127181137,https://doi.org/10.7717/peerj.20732,Drivers of wolf depredation reporting and compensation use intentions by livestock producers,2026,2026-02-02,article,0,PeerJ,2167-8359,"PeerJ, Inc.",TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2026,JA,N,NA,0,Stochastic Risk and Economic Analyses of Hydroponic Systems for Vegetable Production under Arid Lands Conditions,J. Agricultural and Environmental Information Systems,nodoi,NA,j agricultural environmental information systems,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Hoag,Dana,ENRE,2022,JA,N,NA,0,Economic Consequences of the Wolf Comeback in the Western United States,Western Economics Forum,nodoi,NA,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,35,FALSE,0.35
Jablonski,Becca,Ag and Food,2021,JA,U,Thilmany,1,Local Food Markets and Labor Intensity,Applied Economic Perspectives and Policy,10.1002/aepp.13059,10.1002/aepp.13059,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3043055687,https://doi.org/10.1002/aepp.13059,Local Food Market Orientation and Labor Intensity,2020,2020-07-13,article,22,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Cleary,1,Emergency Food Provision for Children and Families during the Covid-19 Pandemic,Applied Economic Perspectives and Policy,10.1002/aepp.13096,10.1002/aepp.13096,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3089211388,https://doi.org/10.1002/aepp.13096,Emergency Food Provision for Children and Families during the <scp>COVID</scp>‐19 Pandemic: Examples from Five U.S. Cities,2020,2020-09-24,article,60,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,13,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2022,JA,U,Thilmany,1,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,Applied Economic Perspectives and Policy,10.1002/aepp.13256,10.1002/aepp.13256,applied economic perspectives policy,5.8,2022,Exact journal-year,https://openalex.org/W4220797295,https://doi.org/10.1002/aepp.13256,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,2022,2022-03-29,article,18,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,7,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Costanigro,1,Promoting Farmers Markets via Information Nudges and Coupons,Agribusiness: An International Journal,10.1002/agr.21688,10.1002/agr.21688,agribusiness international journal,2.841,2021,Exact journal-year,https://openalex.org/W3121785173,https://doi.org/10.1002/agr.21688,Promoting farmers market via information nudges and coupons: A randomized control trial,2021,2021-01-25,article,10,Agribusiness,0742-4477,Wiley,FALSE,FALSE,3,1,Nicole Didero,FALSE,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2024,JA,U,Chenarides;Thilmany,1,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,10.1002/jaa2.131,journal agricultural applied economics association,1.8,2025,Nearest year (2025),https://openalex.org/W4400204195,https://doi.org/10.1002/jaa2.131,Federal economic data on local and regional food producers,2024,2024-07-01,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2023,JA,U,Bonanno;Cleary,1,The Influence of Food Assistance Program Participation on Home Food Environment,Current Developments in Nutrition,10.1016/j.cdnut.2023.100292,10.1016/j.cdnut.2023.100292,current developments in nutrition,3.2,2024,Nearest year (2024),https://openalex.org/W4385306485,https://doi.org/10.1016/j.cdnut.2023.100292,OR23-07-23 The Influence of Food Assistance Program Participation on the Quality of the Home Food Environment Is Modified by Household Food Security Levels,2023,2023-07-01,article,0,Current Developments in Nutrition,2475-2991,Elsevier BV,TRUE,FALSE,6,1,Erin Love,FALSE,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Bonanno,1,Measuring stocks of community wealth and its association with food systems efforts,Food Policy,10.1016/j.foodpol.2021.102119,10.1016/j.foodpol.2021.102119,food policy,6.08,2021,Exact journal-year,https://openalex.org/W3175602227,https://doi.org/10.1016/j.foodpol.2021.102119,Measuring stocks of community wealth and their association with food systems efforts in rural and urban places,2021,2021-07-01,article,13,Food Policy,0306-9192,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Costanigro,1,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,10.1017/jwe.2021.8,journal wine economics,2.178,2021,Exact journal-year,https://openalex.org/W3156003308,https://doi.org/10.1017/jwe.2021.8,Consumer Stigma and the Reputation Trap Hypothesis: An In-Store Experiment with Colorado Wines,2021,2021-04-12,article,2,Journal of Wine Economics,1931-4361,Cambridge University Press,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2023,JA,U,Mooney;Thilmany,1,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,10.1017/s1742170523000145,renewable agriculture food systems,2,2024,Nearest year (2024),https://openalex.org/W4366223024,https://doi.org/10.1017/s1742170523000145,Producers marketing a novel crop: a field-level view of hemp market channels,2023,2023-01-01,article,5,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,10,1,Ming Wang,TRUE,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2022,JA,U,Thilmany,1,The profitability implications of sales through local food markets for beginning farmers,Agricultural Finance Review,10.1108/AFR-05-2021-0056,10.1108/afr-05-2021-0056,agricultural finance review,1.9,2024,Nearest year (2024),https://openalex.org/W4293087468,https://doi.org/10.1108/afr-05-2021-0056,The profitability implications of sales through local food markets for beginning farmers and ranchers,2022,2022-03-23,article,22,Agricultural Finance Review,0002-1466,Emerald Publishing Limited,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2022,JA,U,Thilmany,1,Unique Financing Strategies Among Beginning Farmers and Ranchers,Agricultural Finance Review,10.1108/AFR-05-2021-0070,10.1108/afr-05-2021-0070,agricultural finance review,1.9,2024,Nearest year (2024),https://openalex.org/W4200169516,https://doi.org/10.1108/afr-05-2021-0070,Unique financing strategies among beginning farmers and ranchers: differences among multigenerational and beginning operations,2021,2021-12-08,article,12,Agricultural Finance Review,0002-1466,Emerald Publishing Limited,FALSE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2023,JA,U,Bonanno,1,Beginning farmer status and financial performance differentials,Agricultural Finance Review,10.1108/AFR-05-2023-0054,10.1108/afr-05-2023-0054,agricultural finance review,1.9,2024,Nearest year (2024),https://openalex.org/W4386804267,https://doi.org/10.1108/afr-05-2023-0054,Beginning farmer status and financial performance differentials,2023,2023-09-16,article,1,Agricultural Finance Review,0002-1466,Emerald Publishing Limited,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Thilmany,1,Novel methods for an interesting time: US local food systems impacts and initiatives to respond to COVID,Australian Journal of Agricultural and Resource Economics,10.1111/1467-8489.12456,10.1111/1467-8489.12456,australian journal agricultural resource economics,3.2,2022,Nearest year (2022),https://openalex.org/W3210113799,https://doi.org/10.1111/1467-8489.12456,Novel methods for an interesting time: Exploring U.S. local food systems’ impacts and initiatives to respond to COVID*,2021,2021-10-01,article,20,Australian Journal of Agricultural and Resource Economics,1364-985X,Wiley,TRUE,FALSE,8,2,Hailey Edmondson; Mackenzie Gill,TRUE,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,U,Costanigro,1,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,10.1111/josh.13013,journal school health,2.46,2021,Exact journal-year,https://openalex.org/W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2021,JA,NA,Jablonski;Frasier,1,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,10.1111/josh.13013,journal school health,2.46,2021,Exact journal-year,https://openalex.org/W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,NA,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Jablonski,Becca,Ag and Food,2024,JA,U,Thilmany,1,Building Representative State Groupings in an Input-Output Model for Nutrition Incentive Programs,Economic Development Quarterly,10.1177/08912424241282425,10.1177/08912424241282425,economic development quarterly,1.6,2024,Exact journal-year,https://openalex.org/W4403258135,https://doi.org/10.1177/08912424241282425,Building Representative State Groupings in an Input-Output Model for the Development of an Economic Impact Calculator for Nutrition Incentive Programs,2024,2024-10-09,article,1,Economic Development Quarterly,0891-2424,SAGE Publishing,TRUE,FALSE,7,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,NA,TRUE,25,TRUE,0.25
Koontz,Stephen,Ag and Food,2022,JA,N,NA,0,Potential Beef Cattle Topics in the 2023 Farm Bill,Applied Economic Perspectives and Policy,10.1002/aepp.13302,10.1002/aepp.13302,applied economic perspectives policy,5.8,2022,Exact journal-year,https://openalex.org/W4283262314,https://doi.org/10.1002/aepp.13302,Potential beef cattle topics in the 2023 farm bill,2022,2022-06-21,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Kroll,Stephan,ENRE,2021,JA,N,NA,0,Does Solar Geoengineering Crowd Out Climate Change Mitigation Efforts,Climatic Change,10.1007/s10584-021-03009-z,10.1007/s10584-021-03009-z,climatic change,5.174,2021,Exact journal-year,https://openalex.org/W3134417504,https://doi.org/10.1007/s10584-021-03009-z,Does solar geoengineering crowd out climate change mitigation efforts? Evidence from a stated preference referendum on a carbon tax,2021,2021-03-01,article,30,Climatic Change,0165-0009,Springer Science+Business Media,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2023,JA,N,NA,0,Climate Cooperation with Risky Solar Geoengineering,Climatic Change,10.1007/s10584-023-03612-2,10.1007/s10584-023-03612-2,climatic change,4.8,2024,Nearest year (2024),https://openalex.org/W4387253917,https://doi.org/10.1007/s10584-023-03612-2,Climate cooperation with risky solar geoengineering,2023,2023-10-01,article,6,Climatic Change,0165-0009,Springer Science+Business Media,FALSE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2024,JA,N,NA,0,Solar Geoengineering Free-Driving and Conflict: An Experimental Investigation,Environmental and Resource Economics,10.1007/s10640-024-00854-1,10.1007/s10640-024-00854-1,environmental resource economics,3.4,2024,Exact journal-year,https://openalex.org/W4393221258,https://doi.org/10.1007/s10640-024-00854-1,"Solar Geoengineering, Free-Driving and Conflict: An Experimental Investigation",2024,2024-03-27,article,4,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2026,JA,NA,NA,0,Climate Intervention and Mitigation: Strategic Responses to Technological Advances in Solar Geoengineering,Environmental and Resource Economics,10.1007/s10640-026-01072-7,10.1007/s10640-026-01072-7,environmental resource economics,3.5,2025,Nearest year (2025),https://openalex.org/W7140229287,https://doi.org/10.1007/s10640-026-01072-7,Climate Intervention and Mitigation: Strategic Responses to Technological Advances in Solar Geoengineering,2026,2026-03-24,article,0,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,TRUE,FALSE,3,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2021,JA,N,Goemans,1,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,10.1007/s10683-020-09650-2,experimental economics,2.387,2021,Exact journal-year,https://openalex.org/W3012531244,https://doi.org/10.1007/s10683-020-09650-2,Learning to accept welfare-enhancing policies: an experimental investigation of congestion pricing,2020,2020-03-20,article,24,Experimental Economics,1386-4157,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2023,JA,N,NA,0,Climate Cooperation in the Shadow of Solar Geoengineering: Moral Hazard Conjecture,Environmental Politics,10.1080/09644016.2022.2066285,10.1080/09644016.2022.2066285,environmental politics,5.9,2024,Nearest year (2024),https://openalex.org/W4225406346,https://doi.org/10.1080/09644016.2022.2066285,Climate cooperation in the shadow of solar geoengineering: an experimental investigation of the moral hazard conjecture,2022,2022-05-04,article,50,Environmental Politics,0964-4016,Taylor & Francis,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2024,JA,N,NA,0,International Climate Agreements under the Threat of Solar Geoengineering,Journal of the Association of Environmental and Resource Economists,10.1086/728140,10.1086/728140,journal association environmental resource economists,3.2,2024,Exact journal-year,https://openalex.org/W4387444518,https://doi.org/10.1086/728140,International Climate Agreements under the Threat of Solar Geoengineering,2023,2023-10-09,article,9,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Kroll,Stephan,ENRE,2021,JA,N,NA,0,Inequality Hinders Group Efforts to Avoid Environmental Disasters,Q Open,10.1093/qopen/qoab006,10.1093/qopen/qoab006,q open,2.3,2025,Nearest year (2025),https://openalex.org/W3160910648,https://doi.org/10.1093/qopen/qoab006,Inequality hinders group efforts to avoid environmental disasters,2021,2021-01-01,article,3,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,40,FALSE,0.4
Lewis,Lynne,ENRE,2023,JA,N,NA,0,The Charisma Premium: Iconic Individuals and Wildlife Values,Journal of Environmental Economics and Management,10.1016/j.jeem.2023.102872,10.1016/j.jeem.2023.102872,journal environmental economics management,5.9,2024,Nearest year (2024),https://openalex.org/W4386101652,https://doi.org/10.1016/j.jeem.2023.102872,The charisma premium: Iconic individuals and wildlife values,2023,2023-08-23,article,12,Journal of Environmental Economics and Management,0095-0696,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2022,JA,N,NA,0,New Evidence on Diversity in Environmental and Resource Economics,Review of Environmental Economics and Policy,10.1086/722907,10.1086/722907,review environmental economics policy,7.048,2021,Nearest year (2021),https://openalex.org/W4311648561,https://doi.org/10.1086/722907,New Evidence on Diversity in Environmental and Resource Economics,2022,2022-12-06,article,3,Review of Environmental Economics and Policy,1750-6816,University of Chicago Press,FALSE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2022,JA,N,NA,0,Getting to know you: individual animals wildlife webcams and willingness to pay for brown bear preservation,American Journal of Agricultural Economics,10.1111/ajae.12249,10.1111/ajae.12249,american journal agricultural economics,4.2,2022,Exact journal-year,https://openalex.org/W3193312113,https://doi.org/10.1111/ajae.12249,"Getting to know you: individual animals, wildlife webcams, and willingness to pay for brown bear preservation",2021,2021-08-15,article,14,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,2,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2025,JA,N,NA,0,Reinstate the National Climate Assessment,Science,10.1126/science.adz3885,10.1126/science.adz3885,science,47.3,2025,Exact journal-year,https://openalex.org/W4412622914,https://doi.org/10.1126/science.adz3885,Reinstate the National Climate Assessment,2025,2025-07-24,article,1,Science,0036-8075,American Association for the Advancement of Science,FALSE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2024,JA,N,NA,0,The Nature of the Beast: Wildlife Valuation from the Iconic to the Ordinary,Annual Review of Resource Economics,10.1146/annurev-resource-101623-093149,10.1146/annurev-resource-101623-093149,annual review resource economics,8.4,2024,Exact journal-year,https://openalex.org/W4400748387,https://doi.org/10.1146/annurev-resource-101623-093149,The Nature of the Beast: Wildlife Valuation from the Iconic to the Ordinary,2024,2024-07-16,article,2,Annual Review of Resource Economics,1941-1340,Annual Reviews,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2021,JA,N,NA,0,What Should We Be Teaching Students about the Economics of Climate Change,International Review of Environmental and Resource Economics,10.1561/101.00000142,10.1561/101.00000142,international review environmental resource economics,1.1,2024,Nearest year (2024),https://openalex.org/W3202273819,https://doi.org/10.1561/101.00000142,What <i>Should</i> We Be Teaching Students about the Economics of Climate Change: Is There a Consensus?,2021,2021-09-27,article,1,International Review of Environmental and Resource Economics,1931-1465,Now Publishers,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2024,JA,N,NA,0,Fat Tails and WTP: Kristrom revisited,Land Economics,10.3368/le.100.4.060823-0052r,10.3368/le.100.4.060823-0052r,land economics,1.6,2024,Exact journal-year,https://openalex.org/W4393145512,https://doi.org/10.3368/le.100.4.060823-0052r,"Fat Tails, Flat Tails, and Willingness to Pay: Kriström Revisited",2024,2024-03-25,article,3,Land Economics,0023-7639,University of Wisconsin Press,FALSE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Lewis,Lynne,ENRE,2023,JA,N,NA,0,Is one the loneliest number? Impact of tourists ability to identify individual bears,Frontiers in Sustainable Tourism,10.3389/frsut.2023.1097511,10.3389/frsut.2023.1097511,frontiers in sustainable tourism,1.7,2025,Nearest year (2025),https://openalex.org/W4318054411,https://doi.org/10.3389/frsut.2023.1097511,Is one the loneliest number? Impact of tourists' ability to identify individual bears on conservation outcomes,2023,2023-01-26,article,0,Frontiers in Sustainable Tourism,2813-2815,Frontiers Media,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2023,JA,Y,NA,0,Coping with COVID-19 Shocks in Rural Nepal,Applied Economic Perspectives and Policy,10.1002/aepp.13383,10.1002/aepp.13383,applied economic perspectives policy,3.4,2024,Nearest year (2024),https://openalex.org/W4377104004,https://doi.org/10.1002/aepp.13383,Coping with COVID‐19 shocks in rural Nepal,2023,2023-05-18,article,4,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2026,JA,Y,NA,0,Fungal ecology and postharvest factors driving aflatoxin contamination in Ghanaian groundnuts,Food Control,10.1016/j.foodcont.2025.111582,10.1016/j.foodcont.2025.111582,food control,7,2025,Nearest year (2025),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2023,JA,Y,NA,0,A Spatial Dependent Approach to Assessing Impacts of Sustainable Forestry Initiative Certification,Forest Policy and Economics,10.1016/j.forpol.2023.103071,10.1016/j.forpol.2023.103071,forest policy economics,3.8,2024,Nearest year (2024),https://openalex.org/W4388202182,https://doi.org/10.1016/j.forpol.2023.103071,"A spatial dependence approach to assessing the impacts of Sustainable Forestry Initiative’s Fiber Sourcing certification on forestry Best Management Practices in Georgia, United States",2023,2023-10-26,article,0,Forest Policy and Economics,1389-9341,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2021,JA,Y,NA,0,Information Technology and Market Rewards: Incentivizing Aflatoxin Control in Ghana,Journal of Development Economics,10.1016/j.jdeveco.2020.102620,10.1016/j.jdeveco.2020.102620,journal development economics,4.277,2021,Exact journal-year,https://openalex.org/W2779231959,https://doi.org/10.1016/j.jdeveco.2020.102620,"Information, technology, and market rewards: Incentivizing aflatoxin control in Ghana",2021,2021-02-01,article,39,Journal of Development Economics,0304-3878,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2025,JA,Y,NA,0,Going the Distance: Hybrid Vocational Training for Women in Nepal,Journal of Development Economics,10.1016/j.jdeveco.2024.103414,10.1016/j.jdeveco.2024.103414,journal development economics,5,2025,Exact journal-year,https://openalex.org/W4405747403,https://doi.org/10.1016/j.jdeveco.2024.103414,Going the distance: Hybrid vocational training for women in Nepal,2024,2024-12-25,article,1,Journal of Development Economics,0304-3878,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2022,JA,N,NA,0,Demand for Weather Index Insurance among Smallholder Farmers under Prospect Theory,Journal of Economic Behavior and Organization,10.1016/j.jebo.2022.07.027,10.1016/j.jebo.2022.07.027,journal economic behavior organization,2.3,2024,Nearest year (2024),https://openalex.org/W4291734210,https://doi.org/10.1016/j.jebo.2022.07.027,Demand for Weather Index Insurance among Smallholder Farmers under Prospect Theory,2022,2022-08-13,article,17,Journal of Economic Behavior & Organization,0167-2681,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2025,JA,Y,NA,0,Who is Asking and How? Effects of Survey Mode and Enumerator Gender,World Development,10.1016/j.worlddev.2025.107078,10.1016/j.worlddev.2025.107078,world development,5.1,2025,Exact journal-year,https://openalex.org/W4412025049,https://doi.org/10.1016/j.worlddev.2025.107078,Who is asking and how? Effects of survey mode and enumerator gender on measuring women’s life experience,2025,2025-07-04,article,1,World Development,0305-750X,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Magnan,Nicholas,Ag and Food,2026,JA,N,NA,0,Gendered Networks and Demand for an Agricultural Technology in India,World Development,10.1016/j.worlddev.2025.107182,10.1016/j.worlddev.2025.107182,world development,5.1,2025,Nearest year (2025),https://openalex.org/W4416538740,https://doi.org/10.1016/j.worlddev.2025.107182,Gendered networks and demand for an agricultural technology in India,2025,2025-10-10,article,1,World Development,0305-750X,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
