publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5085366654,A5085366654,John D. Anderson,john d anderson,0000-0003-3059-5562,middle,FALSE,University of Arkansas at Fayetteville,https://ror.org/05jbt9m15,US,education,"Department of Agricultural Economics and Agribusiness University of Arkansas  Fayetteville Arkansas USA; Department of Agricultural Economics and Agribusiness, University of Arkansas, Fayetteville, Arkansas, USA"
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5111427659,A5111427659,Christopher T. Bastian,christopher t bastian,NA,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Department of Agricultural and Applied Economics University of Wyoming  Laramie Wyoming USA; Department of Agricultural and Applied Economics, University of Wyoming, Laramie, Wyoming, USA"
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5110199952,A5110199952,Scott M. Brown,scott m brown,NA,middle,FALSE,University of Missouri,https://ror.org/02ymw8z06,US,education,"Department of Agricultural and Applied Economics University of Missouri  Columbia Missouri USA; Department of Agricultural and Applied Economics, University of Missouri, Columbia, Missouri, USA"
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5113798574,A5113798574,Stephen R. Koontz,stephen r koontz,NA,middle,FALSE,Resource (United States),https://ror.org/002sg8b56,US,company,"Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5113798574,A5113798574,Stephen R. Koontz,stephen r koontz,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/aepp.13302,W4283262314,10.1002/aepp.13302,A5102764595,A5102764595,Derrell S. Peel,derrell s peel,0000-0002-4469-8725,last,FALSE,Oklahoma State University,https://ror.org/01g9vbr38,US,education,"Department of Agricultural Economics Oklahoma State University  Stillwater Oklahoma USA; Department of Agricultural Economics, Oklahoma State University, Stillwater, Oklahoma, USA"
doi:10.1201/9781003149774-10,W4297516866,10.1201/9781003149774-10,A5009186307,A5009186307,G. D. Graff,g d graff,0000-0002-9140-0901,first,FALSE,NA,NA,NA,NA,
doi:10.1201/9781003149774-10,W4297516866,10.1201/9781003149774-10,A5073726422,A5073726422,Benjamin Nordbrock,benjamin nordbrock,NA,middle,FALSE,NA,NA,NA,NA,
doi:10.1201/9781003149774-10,W4297516866,10.1201/9781003149774-10,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,last,FALSE,NA,NA,NA,NA,
doi:10.1201/9781003574040-12,W4403308619,10.1201/9781003574040-12,A5019918201,A5019918201,Jennie S. Hughes-Popp,jennie s hughes popp,NA,first,FALSE,NA,NA,NA,NA,
doi:10.1201/9781003574040-12,W4403308619,10.1201/9781003574040-12,A5090341046,A5090341046,Paul C. Huszar,paul c huszar,NA,middle,FALSE,NA,NA,NA,NA,
doi:10.1201/9781003574040-12,W4403308619,10.1201/9781003574040-12,A5070917361,A5070917361,Dana L. Hoag,dana l hoag,0000-0001-7660-6832,last,FALSE,NA,NA,NA,NA,
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5079480306,A5079480306,Rae Nickerson,rae nickerson,0000-0003-2642-754X,first,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Ecosystem Science and Sustainability, Colorado State University, Fort Collins, CO,  United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5017545413,A5017545413,Rebecca M. Niemiec,rebecca m niemiec,0000-0002-7561-8951,middle,FALSE,Colorado Parks and Wildlife,https://ror.org/032xegc37,US,other,"Department of Human Dimensions of Wildlife, Colorado State University, Fort Collins, CO,  United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5017545413,A5017545413,Rebecca M. Niemiec,rebecca m niemiec,0000-0002-7561-8951,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Human Dimensions of Wildlife, Colorado State University, Fort Collins, CO,  United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5023863700,A5023863700,Alexandra P. Few,alexandra p few,NA,middle,FALSE,Jackson College,https://ror.org/00x9kww32,US,education,"Jackson Hole Land Trust, Jackson, WY, United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5070917361,A5070917361,Dana L. Hoag,dana l hoag,0000-0001-7660-6832,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agriculture and Resource Economics, Colorado State University, Fort Collins, CO,  United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5111453718,A5111453718,P. P. Evangelista,p p evangelista,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Ecosystem Science and Sustainability, Colorado State University, Fort Collins, CO,  United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5032721246,A5032721246,Stewart W. Breck,stewart w breck,0000-0003-3138-1929,last,FALSE,Colorado Parks and Wildlife,https://ror.org/032xegc37,US,other,"Wildlife Services, United States Department of Agriculture, Fort Collins, CO, United States of America"
doi:10.7717/peerj.20732,W7127181137,10.7717/peerj.20732,A5032721246,A5032721246,Stewart W. Breck,stewart w breck,0000-0003-3138-1929,last,FALSE,Life Services (United States),https://ror.org/021cmds57,US,company,"Wildlife Services, United States Department of Agriculture, Fort Collins, CO, United States of America"
doi:10.1007/s10640-026-01072-7,W7140229287,10.1007/s10640-026-01072-7,name:todd l cherry,NA,Todd L. Cherry,todd l cherry,NA,first,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"CICERO Center for International Climate Research, Norway; Department of Economics, University of Wyoming, Laramie, USA"
doi:10.1007/s10640-026-01072-7,W7140229287,10.1007/s10640-026-01072-7,name:todd l cherry,NA,Todd L. Cherry,todd l cherry,NA,first,FALSE,CICERO Center for International Climate Research,https://ror.org/01gw5dy53,NO,facility,"CICERO Center for International Climate Research, Norway; Department of Economics, University of Wyoming, Laramie, USA"
doi:10.1007/s10640-026-01072-7,W7140229287,10.1007/s10640-026-01072-7,name:stephan kroll,NA,Stephan Kroll,stephan kroll,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, USA"
doi:10.1007/s10640-026-01072-7,W7140229287,10.1007/s10640-026-01072-7,name:david m mcevoy,NA,David M. McEvoy,david m mcevoy,0000-0001-7466-3681,last,TRUE,Appalachian State University,https://ror.org/051m4vc48,US,education,"Department of Economics, Appalachian State University, Boone, USA"
doi:10.1002/ajae.70083,W7164191810,10.1002/ajae.70083,A5009186307,A5009186307,G. D. Graff,g d graff,0000-0002-9140-0901,first,TRUE,Resource (United States),https://ror.org/002sg8b56,US,company,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/ajae.70083,W7164191810,10.1002/ajae.70083,A5009186307,A5009186307,G. D. Graff,g d graff,0000-0002-9140-0901,first,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,Department of Agricultural and Resource Economics Colorado State University  Fort Collins Colorado USA
doi:10.1002/ajae.70083,W7164191810,10.1002/ajae.70083,A5111391304,A5111391304,C. Grazia,c grazia,NA,middle,FALSE,Vinci (France),https://ror.org/03e278q38,FR,company,De Vinci Research Center De Vinci Higher Education  Paris France
doi:10.1002/ajae.70083,W7164191810,10.1002/ajae.70083,A5031398578,A5031398578,Nicholas E. Rada,nicholas e rada,NA,last,FALSE,United States Patent and Trademark Office,https://ror.org/0114yjq47,US,government,Office of the Chief Economist U.S. Patent and Trademark Office (USPTO)  Arlington Virginia USA
doi:10.22004/ag.econ.404698,W7168092414,10.22004/ag.econ.404698,A5080323738,A5080323738,Daniel F. Mooney,daniel f mooney,0000-0002-5056-9102,first,FALSE,NA,NA,NA,NA,
doi:10.22004/ag.econ.404698,W7168092414,10.22004/ag.econ.404698,A5070917361,A5070917361,Dana L. Hoag,dana l hoag,0000-0001-7660-6832,middle,FALSE,NA,NA,NA,NA,
doi:10.22004/ag.econ.404698,W7168092414,10.22004/ag.econ.404698,A5099124529,A5099124529,Kyle Mankin,kyle mankin,NA,last,FALSE,NA,NA,NA,NA,
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5044943282,A5044943282,Clare E. Kazanski,clare e kazanski,0000-0001-7432-5666,first,TRUE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"North America Region, The Nature Conservancy, Minneapolis, MN, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5113340620,A5113340620,Mulubhran Balehegn,mulubhran balehegn,0000-0001-6832-8369,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"North America Region, The Nature Conservancy, Minneapolis, MN, USA; World Resources Institute, Washington, DC, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5113340620,A5113340620,Mulubhran Balehegn,mulubhran balehegn,0000-0001-6832-8369,middle,FALSE,World Resources Institute,https://ror.org/047ktk903,US,nonprofit,"North America Region, The Nature Conservancy, Minneapolis, MN, USA; World Resources Institute, Washington, DC, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5018829535,A5018829535,Kristal Jones,kristal jones,0000-0001-9737-9042,middle,FALSE,NA,NA,NA,NA,"JG Research & Evaluation, Bozeman, MT, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5077247105,A5077247105,Harriet Bartlett,harriet bartlett,0000-0002-7389-8785,middle,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"Department of Biology, University of Oxford, Oxford, UK; Oxford Martin School, University of Oxford, Oxford, UK; School of Geography and the Environment, University of Oxford, Oxford, UK; Smith School of Enterprise and the Environment, University of Oxford, Oxford, UK"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5007824113,A5007824113,Alicia Calle,alicia calle,0000-0001-5333-1928,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"Latin America Region, The Nature Conservancy, Colombia"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5007824113,A5007824113,Alicia Calle,alicia calle,0000-0001-5333-1928,middle,FALSE,The Nature Conservancy,https://ror.org/00gcd8h55,CO,nonprofit,"Latin America Region, The Nature Conservancy, Colombia"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5060910966,A5060910966,Édenise Garcia,edenise garcia,0000-0002-1117-0318,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"Latin America Region, The Nature Conservancy, Brazil"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5060910966,A5060910966,Édenise Garcia,edenise garcia,0000-0002-1117-0318,middle,FALSE,The Nature Conservancy,https://ror.org/00gcd8h55,CO,nonprofit,"Latin America Region, The Nature Conservancy, Brazil"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5010335884,A5010335884,Heidi‐Jayne Hawkins,heidi jayne hawkins,0000-0001-9334-0669,middle,FALSE,University of Cape Town,https://ror.org/03p74gp79,ZA,education,"Conservation South Africa, Rondebosch, South Africa; University of Cape Town, Rondebosch, South Africa"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5010335884,A5010335884,Heidi‐Jayne Hawkins,heidi jayne hawkins,0000-0001-9334-0669,middle,FALSE,Colleges of Medicine of South Africa,https://ror.org/037gpje79,ZA,education,"Conservation South Africa, Rondebosch, South Africa; University of Cape Town, Rondebosch, South Africa"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5021743681,A5021743681,Dianne Mayberry,dianne mayberry,0000-0003-1584-8066,middle,FALSE,Commonwealth Scientific and Industrial Research Organisation,https://ror.org/03qn8fb07,AU,government,"Commonwealth Scientific and Industrial Research Organisation, Brisbane, QLD, Australia"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5002187633,A5002187633,Eve McDonald‐Madden,eve mcdonald madden,0000-0001-7755-2338,middle,FALSE,The University of Queensland,https://ror.org/00rqy9422,AU,education,"School of Environment, University of Queensland, Brisbane, QLD, Australia"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5040513911,A5040513911,Wilfred O. Odadi,wilfred o odadi,0000-0002-0165-4861,middle,FALSE,Egerton University,https://ror.org/01jk2zc89,KE,education,"Department of Natural Resources, Egerton University, Egerton, Kenya"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5003844512,A5003844512,Jessica Zionts,jessica zionts,0009-0007-1318-8128,middle,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"School of Geography and the Environment, University of Oxford, Oxford, UK"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5046175530,A5046175530,Michael Clark,michael clark,0000-0001-7161-7751,middle,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"Department of Biology, University of Oxford, Oxford, UK; Oxford Martin School, University of Oxford, Oxford, UK; School of Geography and the Environment, University of Oxford, Oxford, UK; Smith School of Enterprise and the Environment, University of Oxford, Oxford, UK"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5015079858,A5015079858,Tara Garnett,tara garnett,0000-0002-3900-9825,middle,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"Environmental Change Institute, University of Oxford, Oxford, UK"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5013702236,A5013702236,Mario Herrero,mario herrero,0000-0002-7741-5090,middle,FALSE,Cornell University,https://ror.org/05bnh6r87,US,education,"Cornell University, Ithaca, NY, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5054910409,A5054910409,H.H.E. van Zanten,h h e van zanten,0000-0002-5262-5518,middle,FALSE,Cornell University,https://ror.org/05bnh6r87,US,education,"Cornell University, Ithaca, NY, USA; Wageningen University, Wageningen, Netherlands"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5054910409,A5054910409,H.H.E. van Zanten,h h e van zanten,0000-0002-5262-5518,middle,FALSE,Wageningen University & Research,https://ror.org/04qw24q55,NL,education,"Cornell University, Ithaca, NY, USA; Wageningen University, Wageningen, Netherlands"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"AgNext, Colorado State University, Fort Collins, CO, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5022787237,A5022787237,Giovanni Mateus Mallmann,giovanni mateus mallmann,0009-0008-9143-7633,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"Latin America Region, The Nature Conservancy, Brazil"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5022787237,A5022787237,Giovanni Mateus Mallmann,giovanni mateus mallmann,0009-0008-9143-7633,middle,FALSE,The Nature Conservancy,https://ror.org/00gcd8h55,CO,nonprofit,"Latin America Region, The Nature Conservancy, Brazil"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5067962267,A5067962267,Matthew Tom Harrison,matthew tom harrison,0000-0001-7425-452X,middle,FALSE,University of Tasmania,https://ror.org/01nfmeh72,AU,education,"Tasmanian Institute of Agriculture, University of Tasmania, Launceston, TAS, Australia"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5056245670,A5056245670,Déborah Bossio,deborah bossio,0000-0002-2296-9125,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"The Nature Conservancy, Arlington, VA, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5008303186,A5008303186,Sasha Gennet,sasha gennet,0000-0002-6338-5337,last,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"Oxford Martin School, University of Oxford, Oxford, UK; The Nature Conservancy, Arlington, VA, USA; University of California, Berkeley, Berkeley, CA, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5008303186,A5008303186,Sasha Gennet,sasha gennet,0000-0002-6338-5337,last,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"Oxford Martin School, University of Oxford, Oxford, UK; The Nature Conservancy, Arlington, VA, USA; University of California, Berkeley, Berkeley, CA, USA"
doi:10.1016/j.gfs.2025.100840,W4408565318,10.1016/j.gfs.2025.100840,A5008303186,A5008303186,Sasha Gennet,sasha gennet,0000-0002-6338-5337,last,FALSE,"University of California, Berkeley",https://ror.org/01an7q238,US,education,"Oxford Martin School, University of Oxford, Oxford, UK; The Nature Conservancy, Arlington, VA, USA; University of California, Berkeley, Berkeley, CA, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,first,TRUE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Fort Collins Colorado USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Cheyenne Wyoming USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Cheyenne, Wyoming, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5005249696,A5005249696,Lauren M. Porensky,lauren m porensky,0000-0001-6883-2442,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Fort Collins Colorado USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Fort Collins Colorado USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"AgNext Colorado State University  Fort Collins Colorado USA; AgNext, Colorado State University, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5050605000,A5050605000,Sean P. Kearney,sean p kearney,0000-0002-5939-1259,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Fort Collins Colorado USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5085254718,A5085254718,Liwang Ma,liwang ma,0000-0002-7451-5221,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Rangeland Resources and Systems Research Unit  Fort Collins Colorado USA; USDA-ARS, Rangeland Resources and Systems Research Unit, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5072903566,A5072903566,Dannele E. Peck,dannele e peck,0000-0001-5464-8097,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Northern Plains Climate Hub  Fort Collins Colorado USA; USDA-ARS, Northern Plains Climate Hub, Fort Collins, Colorado, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,NA,NA,NA,NA,"USDA‐ARS, Range Sheep Production Efficiency Research Unit  Dubois Idaho USA; USDA-ARS, Range Sheep Production Efficiency Research Unit, Dubois, Idaho, USA"
doi:10.1002/jeq2.20599,W4400869718,10.1002/jeq2.20599,name:the carm stakeholder group,NA,the CARM Stakeholder Group,the carm stakeholder group,NA,last,FALSE,NA,NA,NA,NA,
doi:10.1016/j.jdeveco.2020.102620,W2779231959,10.1016/j.jdeveco.2020.102620,A5087537072,A5087537072,Nicholas Magnan,nicholas magnan,0000-0002-5294-2126,first,TRUE,University of Georgia,https://ror.org/00te3t702,US,education,"University of Georgia, USA"
doi:10.1016/j.jdeveco.2020.102620,W2779231959,10.1016/j.jdeveco.2020.102620,A5037585926,A5037585926,Vivian Hoffmann,vivian hoffmann,0000-0002-6464-3748,middle,TRUE,International Food Policy Research Institute,https://ror.org/03pxz9p87,US,nonprofit,"International Food Policy Research Institute, USA"
doi:10.1016/j.jdeveco.2020.102620,W2779231959,10.1016/j.jdeveco.2020.102620,A5073874636,A5073874636,Nelson Opoku,nelson opoku,0000-0002-6691-8178,middle,FALSE,University of the Cumberlands,https://ror.org/05jz3sn81,US,education,"University of the Cumberlands, USA"
doi:10.1016/j.jdeveco.2020.102620,W2779231959,10.1016/j.jdeveco.2020.102620,A5079093895,A5079093895,Gissele Gajate Garrido,gissele gajate garrido,0000-0002-6037-8780,middle,FALSE,University for Development Studies,https://ror.org/052nhnq73,GH,education,"University for Development Studies, Ghana"
doi:10.1016/j.jdeveco.2020.102620,W2779231959,10.1016/j.jdeveco.2020.102620,A5076041997,A5076041997,Daniel Akwasi Kanyam,daniel akwasi kanyam,0000-0002-8942-7953,last,FALSE,Ernst & Young (United States),https://ror.org/02c00bp33,US,company,"Ernst and Young, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,first,TRUE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Supervisory Research Rangeland Management Specialist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY 82009/Fort Collins, CO, 80526, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5065113649,A5065113649,Bob Budd,bob budd,0009-0007-4272-0312,middle,FALSE,Wyoming State Department of Health,https://ror.org/00xpcm295,US,government,"Executive Director, Wyoming Wildlife and Natural Resource Trust, Cheyenne, WY, 82001, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5065113649,A5065113649,Bob Budd,bob budd,0009-0007-4272-0312,middle,FALSE,Wyoming Wildlife and Natural Resource Trust,https://ror.org/0275a3771,NA,government,"Executive Director, Wyoming Wildlife and Natural Resource Trust, Cheyenne, WY, 82001, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5090742539,A5090742539,Grady Grissom,grady grissom,0000-0001-8919-817X,middle,FALSE,NA,NA,NA,NA,"Rancher, Rancho Largo, Walsenburg, Colorado, 81089, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5061484846,A5061484846,Emily Kachergis,emily kachergis,0000-0003-4059-2525,middle,FALSE,Bureau of Land Management,https://ror.org/01sy5zn44,US,government,"Ecologist and Terrestrial Assessment, Inventory, and Monitoring (AIM) Lead, Bureau of Land Management, Denver, CO, 80225"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,middle,FALSE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"Ecologist, US Department of Agriculture, Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY 82009/Fort Collins, CO, 80526, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,Pacific Northwest Research Station,https://ror.org/02s42ys89,US,government,"Research Social Scientist, US Department of Agriculture, Forest Service, Pacific Northwest Research Station, Juneau, AK, 99801, USA"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5026460314,A5026460314,John Derek Scasta,john derek scasta,0000-0002-9925-7492,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Assistant Professor and Extension Range Management Specialist, Department of Ecosystem Science and Management, University of Wyoming, Laramie, WY, 82071"
doi:10.1016/j.rala.2021.02.004,W3143326807,10.1016/j.rala.2021.02.004,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,last,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Professor, Department of Agricultural and Applied Economics, University of Wyoming, Laramie, WY, 82071"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,first,TRUE,Pacific Northwest Research Station,https://ror.org/02s42ys89,US,government,"USDA-Forest Service, Pacific Northwest Research Station/Northwest Climate Hub, Juneau, AK, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5104026914,A5104026914,Terri T. Schulz,terri t schulz,NA,middle,FALSE,The Nature Conservancy,https://ror.org/0563w1497,US,nonprofit,"The Nature Conservancy Colorado, Boulder, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5035593095,A5035593095,María E. Fernández‐Giménez,maria e fernandez gimenez,0000-0001-9641-1434,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Dept of Forest & Rangeland Stewardship, Colorado State University, Fort Collins, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5011607769,A5011607769,Justin Derner,justin derner,0000-0001-8076-0736,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"Rangeland Scientist and Research Leader, USDA-Agricultural Research Service, Rangeland Resources and Systems Research Unit, Cheyenne, WY, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5005249696,A5005249696,Lauren M. Porensky,lauren m porensky,0000-0001-6883-2442,middle,FALSE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"USDA-Agricultural Research Service, Rangeland Resources and Systems Research Unit, Fort Collins, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,middle,FALSE,Agricultural Research Service - Plains Area,https://ror.org/03sqy6516,US,government,"USDA-Agricultural Research Service, Rangeland Resources and Systems Research Unit, Fort Collins, CO, USA"
doi:10.1016/j.rala.2021.02.002,W3148129500,10.1016/j.rala.2021.02.002,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,University of Wyoming,https://ror.org/01485tq96,US,education,"Dept of Agricultural and Applied Economics University of Wyoming, Laramie, WY, USA"
