last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Magnan,Nicholas,Ag and Food,2021,JA,a,Y,0,NA,Information Technology and Market Rewards: Incentivizing Aflatoxin Control in Ghana,Journal of Development Economics,10.1016/j.jdeveco.2020.102620,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jdeveco.2020.102620,doi:10.1016/j.jdeveco.2020.102620,0,Outside active CSU affiliation,journal development economics,4.277,2021,Exact journal-year,W2779231959,https://doi.org/10.1016/j.jdeveco.2020.102620,"Information, technology, and market rewards: Incentivizing aflatoxin control in Ghana",2021,2021-02-01,article,39,Journal of Development Economics,0304-3878,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Magnan,Nicholas,Ag and Food,2025,JA,a,Y,0,NA,Going the Distance: Hybrid Vocational Training for Women in Nepal,Journal of Development Economics,10.1016/j.jdeveco.2024.103414,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jdeveco.2024.103414,doi:10.1016/j.jdeveco.2024.103414,1,Active CSU affiliation,journal development economics,5,2025,Exact journal-year,W4405747403,https://doi.org/10.1016/j.jdeveco.2024.103414,Going the distance: Hybrid vocational training for women in Nepal,2024,2024-12-25,article,1,Journal of Development Economics,0304-3878,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,Y,FALSE,2025,FALSE,TRUE,Y,CV only,TRUE
Magnan,Nicholas,Ag and Food,2024,JA,a,Y,0,NA,Challenges to Groundnut Value Chain Development: Lessons from an Attempted Experiment in Ghana,Journal of Development Effectiveness,10.1080/19439342.2024.2319657,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/19439342.2024.2319657,doi:10.1080/19439342.2024.2319657,1,Active CSU affiliation,journal development effectiveness,0.5,2024,Exact journal-year,W4392906477,https://doi.org/10.1080/19439342.2024.2319657,Challenges to groundnut value chain development: lessons from an (attempted) experiment in Ghana,2024,2024-03-18,article,2,Journal of Development Effectiveness,1943-9342,Taylor & Francis,TRUE,FALSE,6,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Suter,Jordan,ENRE,2022,JA,a,U,0,NA,Experimental Evidence of Common Pool Resource Use in the Presence of Uncertainty,Journal of Economic Behavior and Organization,10.1016/j.jebo.2021.12.012,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jebo.2021.12.012,doi:10.1016/j.jebo.2021.12.012,1,Active CSU affiliation,journal economic behavior organization,2.3,2024,Nearest year (2024),W4200145669,https://doi.org/10.1016/j.jebo.2021.12.012,Experimental evidence of common pool resource use in the presence of uncertainty,2021,2021-12-29,article,22,Journal of Economic Behavior & Organization,0167-2681,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,U,FALSE,2022,FALSE,TRUE,U,Undetermined,TRUE
Magnan,Nicholas,Ag and Food,2022,JA,a,N,0,NA,Demand for Weather Index Insurance among Smallholder Farmers under Prospect Theory,Journal of Economic Behavior and Organization,10.1016/j.jebo.2022.07.027,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jebo.2022.07.027,doi:10.1016/j.jebo.2022.07.027,0,Outside active CSU affiliation,journal economic behavior organization,2.3,2024,Nearest year (2024),W4291734210,https://doi.org/10.1016/j.jebo.2022.07.027,Demand for Weather Index Insurance among Smallholder Farmers under Prospect Theory,2022,2022-08-13,article,17,Journal of Economic Behavior & Organization,0167-2681,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Van Sandt,Anders,Ag and Food,2025,JA,a,N,0,NA,Revealing US Retail Industries Functional Hierarchy Through Demand Thresholds,Journal of Economic Structures,10.1186/s40008-025-00359-0,vansandtanders.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1186/s40008-025-00359-0,doi:10.1186/s40008-025-00359-0,1,Active CSU affiliation,journal economic structures,NA,NA,No IF match,W4415995576,https://doi.org/10.1186/s40008-025-00359-0,Revealing U.S. retail industries’ functional hierarchy through demand thresholds,2025,2025-11-07,article,0,Journal of Economic Structures,2193-2409,Springer Nature,TRUE,FALSE,5,1,Anders Van Sandt,FALSE,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Woerman,Matt,ENRE,2023,JA,a,N,0,NA,Linking carbon markets with different initial conditions,Journal of Environmental Economics and Management,10.1016/j.jeem.2023.102820,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jeem.2023.102820,doi:10.1016/j.jeem.2023.102820,1,Active CSU affiliation,journal environmental economics management,5.9,2024,Nearest year (2024),W4367396773,https://doi.org/10.1016/j.jeem.2023.102820,Linking carbon markets with different initial conditions,2023,2023-04-29,article,9,Journal of Environmental Economics and Management,0095-0696,Elsevier BV,FALSE,FALSE,1,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Goemans,Chris,ENRE,2025,JA,a,N,0,NA,Insurance and Extraction Incentives in a Common Pool Resource,Journal of Environmental Economics and Management,10.1016/j.jeem.2025.103125,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jeem.2025.103125,doi:10.1016/j.jeem.2025.103125,1,Active CSU affiliation,journal environmental economics management,6.4,2025,Exact journal-year,W4406602699,https://doi.org/10.1016/j.jeem.2025.103125,Insurance and extraction incentives in a common pool resource: Evidence from groundwater use in the high plains,2025,2025-01-20,article,1,Journal of Environmental Economics and Management,0095-0696,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Does air pollution increase electric vehicle adoption,Journal of Environmental Economics and Policy,10.1080/21606544.2022.2059015,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/21606544.2022.2059015,doi:10.1080/21606544.2022.2059015,1,Active CSU affiliation,journal environmental economics policy,1.2,2024,Nearest year (2024),W4224076156,https://doi.org/10.1080/21606544.2022.2059015,"Does air pollution increase electric vehicle adoption? Evidence from U.S. metropolitan areas, 2011–2018",2022,2022-04-15,article,11,Journal of Environmental Economics and Policy,2160-6544,Taylor & Francis,TRUE,FALSE,5,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Does air pollution increase electric vehicle adoption,Journal of Environmental Economics and Policy,10.1080/21606544.2022.2059015,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/21606544.2022.2059015,doi:10.1080/21606544.2022.2059015,1,Active CSU affiliation,journal environmental economics policy,1.2,2024,Nearest year (2024),W4224076156,https://doi.org/10.1080/21606544.2022.2059015,"Does air pollution increase electric vehicle adoption? Evidence from U.S. metropolitan areas, 2011–2018",2022,2022-04-15,article,11,Journal of Environmental Economics and Policy,2160-6544,Taylor & Francis,TRUE,FALSE,5,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2022,JA,a,Y,0,NA,Economic and Environmental Impacts of Ballast Water Management on SIDS and LDCs,Journal of Environmental Management,10.1016/j.jenvman.2021.113779,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jenvman.2021.113779,doi:10.1016/j.jenvman.2021.113779,1,Active CSU affiliation,journal environmental management,8.7,2022,Exact journal-year,W3196648901,https://doi.org/10.1016/j.jenvman.2021.113779,Economic and environmental impacts of ballast water management on Small Island Developing States and Least Developed Countries,2021,2021-09-29,article,2,Journal of Environmental Management,0301-4797,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,Y,FALSE,2022,FALSE,TRUE,Y,CV only,TRUE
Ritten,John,Ag and Food,2023,JA,a,N,0,NA,Ranch-Level Economic Benefits of Working Lands Greater Sage-Grouse Conservation Programs,Journal of Environmental Management,10.1016/j.jenvman.2022.116420,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jenvman.2022.116420,doi:10.1016/j.jenvman.2022.116420,1,Active CSU affiliation,journal environmental management,8.7,2022,Nearest year (2022),W4315631941,https://doi.org/10.1016/j.jenvman.2022.116420,"Financial barriers and opportunities for conservation adoption on U.S. rangelands: A region-wide, ranch-level economic assessment of NRCS-sponsored Greater Sage-grouse habitat conservation programs",2023,2023-01-11,article,11,Journal of Environmental Management,0301-4797,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2024,JA,a,N,0,NA,The LTAR Grazingland Common Experiment at the Central Plains Experimental Range,Journal of Environmental Quality,10.1002/jeq2.20599,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jeq2.20599,doi:10.1002/jeq2.20599,1,Active CSU affiliation,journal environmental quality,2.3,2024,Exact journal-year,W4400869718,https://doi.org/10.1002/jeq2.20599,The LTAR Grazing Land Common Experiment at the Central Plains Experimental Range: Collaborative adaptive rangeland management,2024,2024-07-22,article,11,Journal of Environmental Quality,0047-2425,Wiley,TRUE,FALSE,10,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Building consensus toward an effective performance indicator framework for sustainable farms,Journal of Environmental Quality,10.1002/jeq2.70051,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jeq2.70051,doi:10.1002/jeq2.70051,1,Active CSU affiliation,journal environmental quality,2.6,2025,Exact journal-year,W4411467092,https://doi.org/10.1002/jeq2.70051,Selecting performance indicators for farms and ranches engaged in collaborative agroecosystem research,2025,2025-06-20,article,3,Journal of Environmental Quality,0047-2425,Wiley,TRUE,FALSE,20,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2021,JA,b,Y,0,NA,Potential Impacts of Hard Infrastructure Development on Food and Agricultural Trade,Journal of Food Distribution Research,10.22004/ag.econ.317782,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.317782,doi:10.22004/ag.econ.317782,1,Active CSU affiliation,journal food distribution research,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Thilmany,Dawn,Ag and Food,2023,JA,b,Y,0,NA,Price Transmission and Asymmetry in the Colorado Potato Supply Chain,Journal of Food Distribution Research,10.22004/ag.econ.339678,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.339678,doi:10.22004/ag.econ.339678,1,Active CSU affiliation,journal food distribution research,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Bayham,Jude,ENRE,2023,JA,a,N,0,NA,Wildfire Response: A System on the Brink,Journal of Forestry,10.1093/jofore/fvac042,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/jofore/fvac042,doi:10.1093/jofore/fvac042,1,Active CSU affiliation,journal forestry,2.3,2022,Nearest year (2022),W4313336269,https://doi.org/10.1093/jofore/fvac042,Wildfire Response: A System on the Brink?,2022,2022-12-17,article,20,Journal of Forestry,0022-1201,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2023,FALSE,TRUE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2022,JA,a,N,0,NA,Smoke-Driven Changes in Photosynthetically Active Radiation During US Growing Season,Journal of Geophysical Research: Atmospheres,10.1029/2022jd037446,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1029/2022jd037446,doi:10.1029/2022jd037446,1,Active CSU affiliation,journal geophysical research atmospheres,4.4,2022,Exact journal-year,W4309691277,https://doi.org/10.1029/2022jd037446,Smoke‐Driven Changes in Photosynthetically Active Radiation During the U.S. Agricultural Growing Season,2022,2022-11-22,article,11,Journal of Geophysical Research Atmospheres,0148-0227,American Geophysical Union,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Van Sandt,Anders,Ag and Food,2026,JA,a,NA,0,NA,Nurse practitioner training and local medical provider supply,Journal of Health Economics,10.1016/j.jhealeco.2026.103121,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1016/j.jhealeco.2026.103121,doi:10.1016/j.jhealeco.2026.103121,1,Active CSU affiliation,journal health economics,3.8,2025,Nearest year (2025),W7128963714,https://doi.org/10.1016/j.jhealeco.2026.103121,Nurse practitioner training and local medical provider supply,2026,2026-02-15,article,0,Journal of Health Economics,0167-6296,Elsevier BV,FALSE,FALSE,4,1,Anders Van Sandt,FALSE,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Cleary,Rebecca,Ag and Food,2024,JA,a,N,0,NA,Determining the Optimal Food Hub Location in the Fresh Produce Supply Chain,Journal of Modelling in Management,10.1108/jm2-02-2024-0042,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1108/jm2-02-2024-0042,doi:10.1108/jm2-02-2024-0042,1,Active CSU affiliation,journal modelling in management,2.2,2024,Exact journal-year,W4401516848,https://doi.org/10.1108/jm2-02-2024-0042,Determining the optimal food hub location in the fresh produce supply chain,2024,2024-08-12,article,2,Journal of Modelling in Management,1746-5664,Emerald Publishing Limited,FALSE,FALSE,5,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2023,JA,a,N,0,NA,Camping in Clearcuts: Impacts of Timber Harvesting on USFS Campground Utilization,Journal of Outdoor Recreation and Tourism,10.1016/j.jort.2023.100690,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.jort.2023.100690,doi:10.1016/j.jort.2023.100690,1,Active CSU affiliation,journal outdoor recreation tourism,4.9,2025,Nearest year (2025),W4387150601,https://doi.org/10.1016/j.jort.2023.100690,Camping in clearcuts: The impacts of timber harvesting on USFS campground utilization,2023,2023-09-28,article,5,Journal of Outdoor Recreation and Tourism,2213-0780,Elsevier BV,TRUE,FALSE,3,1,Kelly Wallace,FALSE,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Costanigro,Marco,Ag and Food,2021,JA,a,Y,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/josh.13013,doi:10.1111/josh.13013,1,Active CSU affiliation,journal school health,2.46,2021,Exact journal-year,W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Frasier,Marshall,Ag and Food,2021,JA,a,NA,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/josh.13013,doi:10.1111/josh.13013,1,Active CSU affiliation,journal school health,2.46,2021,Exact journal-year,W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Jablonski,Becca,Ag and Food,2021,JA,a,NA,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/josh.13013,doi:10.1111/josh.13013,1,Active CSU affiliation,journal school health,2.46,2021,Exact journal-year,W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Burkhardt,Jesse,ENRE,2024,JA,a,N,0,NA,Delivering affordable clean energy to consumers,Journal of the Academy of Marketing Science,10.1007/s11747-024-01003-2,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s11747-024-01003-2,doi:10.1007/s11747-024-01003-2,1,Active CSU affiliation,journal academy marketing science,10.1,2024,Exact journal-year,W4391538670,https://doi.org/10.1007/s11747-024-01003-2,Delivering affordable clean energy to consumers,2024,2024-02-05,article,10,Journal of the Academy of Marketing Science,0092-0703,Springer Science+Business Media,FALSE,FALSE,5,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Chenarides,Lauren,Ag and Food,2024,JA,b,N,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.131,doi:10.1002/jaa2.131,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4400204195,https://doi.org/10.1002/jaa2.131,Federal economic data on local and regional food producers,2024,2024-07-01,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,5,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2024,JA,b,U,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.131,doi:10.1002/jaa2.131,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4400204195,https://doi.org/10.1002/jaa2.131,Federal economic data on local and regional food producers,2024,2024-07-01,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,5,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Thilmany,Dawn,Ag and Food,2024,JA,b,N,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.131,doi:10.1002/jaa2.131,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4400204195,https://doi.org/10.1002/jaa2.131,Federal economic data on local and regional food producers,2024,2024-07-01,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,5,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Thilmany,Dawn,Ag and Food,2026,JA,a,NA,0,NA,Regionalizing the food dollar,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.70044,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1002/jaa2.70044,doi:10.1002/jaa2.70044,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W7162422700,https://doi.org/10.1002/jaa2.70044,Regionalizing the food dollar,2026,2026-05-26,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Countryman,Amanda,Ag and Food,2023,JA,a,Y,0,NA,Potential economic impacts of foot-and-mouth disease in Brazil,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.73,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.73,doi:10.1002/jaa2.73,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4385067478,https://doi.org/10.1002/jaa2.73,Potential economic impacts of foot‐and‐mouth disease in Brazil: A case study for Mato Grosso and Paraná,2023,2023-07-20,article,10,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Suter,Jordan,ENRE,2023,JA,a,N,0,NA,"Seasons, Stress, Salience, and Support for Cooperative Groundwater Management",Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.78,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.78,doi:10.1002/jaa2.78,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4386031430,https://doi.org/10.1002/jaa2.78,"Seasons, stress, salience, and support for cooperative groundwater management",2023,2023-08-21,article,2,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2023,JA,b,N,0,NA,Estimating the Ex-Ante Adoption Determinants of Novel Cropping Systems with Nonpecuniary Benefits,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.93,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.93,doi:10.1002/jaa2.93,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4389228450,https://doi.org/10.1002/jaa2.93,Estimating the ex ante adoption determinants of novel cropping systems with nonpecuniary benefits,2023,2023-11-30,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,2,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2024,JA,b,N,0,NA,Farm to School Programming Spillovers and Households Fruits and Vegetables Purchases,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.95,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/jaa2.95,doi:10.1002/jaa2.95,1,Active CSU affiliation,journal agricultural applied economics association,1.8,2025,Nearest year (2025),W4391281161,https://doi.org/10.1002/jaa2.95,Farm to school programming spillovers and households' fruits and vegetables purchases,2024,2024-01-26,article,1,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2024,JA,b,Y,0,NA,Total Ranch Analysis Colorado (TRAC): A Ranch Benchmarking Program,Journal of the American Society of Farm Managers and Rural Appraisers,10.22004/ag.econ.342913,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.342913,doi:10.22004/ag.econ.342913,1,Active CSU affiliation,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Ritten,John,Ag and Food,2022,JA,b,Y,0,NA,Farm-Level Economics of Bioenergy in the Upper Missouri River Basin,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:farm level economics of bioenergy in the upper missouri rive|2022,1,Active CSU affiliation,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Ritten,John,Ag and Food,2024,JA,b,Y,0,NA,Feasibility of Integrating Cover Crops into Irrigated Barley,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:feasibility of integrating cover crops into irrigated barley|2024,1,Active CSU affiliation,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Goemans,Chris,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/714148,doi:10.1086/714148,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Nearest year (2024),W3027908917,https://doi.org/10.1086/714148,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies in Common Property Resources,2021,2021-03-02,article,4,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Manning,Dale,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/714148,doi:10.1086/714148,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Nearest year (2024),W3027908917,https://doi.org/10.1086/714148,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies in Common Property Resources,2021,2021-03-02,article,4,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/714148,doi:10.1086/714148,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Nearest year (2024),W3027908917,https://doi.org/10.1086/714148,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies in Common Property Resources,2021,2021-03-02,article,4,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Manning,Dale,ENRE,2022,JA,a,N,0,NA,Ecosystem Services and Land Rental Markets: Producer Costs of Bat Population Crashes,Journal of the Association of Environmental and Resource Economists,10.1086/720303,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1086/720303,doi:10.1086/720303,1,Active CSU affiliation,journal association environmental resource economists,3.2,2024,Nearest year (2024),W4225547470,https://doi.org/10.1086/720303,Ecosystem Services and Land Rental Markets: Producer Costs of Bat Population Crashes,2022,2022-04-08,article,14,Journal of the Association of Environmental and Resource Economists,2333-5955,University of Chicago Press,FALSE,FALSE,2,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
