last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,publication_key,affiliated_at_publication,affiliation_status
Cleary,Rebecca,Ag and Food,2024,JA,a,N,0,NA,Health News Environment and the Distribution of Diet Quality,Journal of Agricultural and Resource Economics,10.22004/ag.econ.342182,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.342182,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2025,JA,a,N,1,Delay;Mooney;Ritten,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.344684,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,a,N,1,Delay;Mooney;Ritten,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.344684,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,1,Delay;Mooney;Ritten,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.344684,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2022,JA,a,N,0,NA,Precision Agriculture Adoption and Technical Efficiency,Journal of Agricultural Economics,10.1111/1477-9552.12440,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/1477-9552.12440,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2022,JA,b,N,0,NA,Agrarianism in Agricultural Education: A Narrative Study,Journal of Agricultural Education,10.5032/jae.2022.03135,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.5032/jae.2022.03135,1,Active CSU affiliation
Bennett,Jenny,Ag Ed,2025,JA,b,N,0,NA,Understanding Barriers to SAE Implementation and Professional Development Needs,Journal of Agricultural Education,10.5032/jae.v66i4.3220,bennettjenny.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.5032/jae.v66i4.3220,1,Active CSU affiliation
Bennett,Jenny,Ag Ed,2026,JA,b,U,1,Bennett;Clark;Enns,Investigating the Sources and Influences Shaping Pedagogical Content Knowledge,Journal of Agricultural Education,10.5032/jae.v67i1.3218,clarknathan.txt,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.5032/jae.v67i1.3218,1,Active CSU affiliation
Clark,Nathan,Ag Ed,2026,JA,b,N,1,Bennett;Clark;Enns,Investigating the Sources and Influences Shaping Pedagogical Content Knowledge,Journal of Agricultural Education,10.5032/jae.v67i1.3218,clarknathan.txt,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.5032/jae.v67i1.3218,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2026,JA,b,U,1,Bennett;Clark;Enns,Investigating the Sources and Influences Shaping Pedagogical Content Knowledge,Journal of Agricultural Education,10.5032/jae.v67i1.3218,clarknathan.txt,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.5032/jae.v67i1.3218,1,Active CSU affiliation
Hill,Alexandra,Ag and Food,2022,JA,a,N,0,NA,Estimating the Nonfatal Injury Undercount in Agriculture from 2004-2019,Journal of Agricultural Safety and Health,10.13031/jash.15039,hillalexandra.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.13031/jash.15039,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2021,JA,a,Y,0,NA,Evaluation of Biological and Economic Efficiency of the All Heifer No Cow Beef Production System,Journal of Animal Science,10.1093/jas/skaa405,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/jas/skaa405,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2025,JA,a,U,1,Enns;Ritten,Evaluation of cattle sub-species and growth-promoting technology on growth performance,Journal of Animal Science,10.1093/jas/skaf322,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/jas/skaf322,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,1,Enns;Ritten,Evaluation of cattle sub-species and growth-promoting technology on growth performance,Journal of Animal Science,10.1093/jas/skaf322,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/jas/skaf322,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,NA,0,NA,"Evaluation of cattle sub-species and growth-promoting technology on growth performance, carcass characteristics, and enteric gas flux of steers finished in winter feedlot conditions",Journal of Animal Science,10.1093/jas/skaf448,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/jas/skaf448,1,Active CSU affiliation
Suter,Jordan,ENRE,2025,JA,a,N,0,NA,Time pressure and motivated delay effects on sanctioning in a social dilemma,Journal of Behavioral and Experimental Economics,10.1016/j.socec.2025.102403,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.socec.2025.102403,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2023,JA,a,N,0,NA,Sustainability of lettuce production: local and centralized food production,Journal of Cleaner Production,10.1016/j.jclepro.2023.139224,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jclepro.2023.139224,1,Active CSU affiliation
Hoag,Dana,ENRE,2025,JA,a,N,0,NA,Life cycle assessment of open and closed hydroponic systems for vegetable production,Journal of Cleaner Production,10.1016/j.jclepro.2025.146920,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jclepro.2025.146920,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2026,JA,a,NA,0,NA,Integrating automated body condition scores and lactation data via optimization algorithms for maximized milk revenue and minimized cost of delayed conception in dairy cows,Journal of Dairy Science,10.3168/jds.2025-28132,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.3168/jds.2025-28132,1,Active CSU affiliation
Magnan,Nicholas,Ag and Food,2021,JA,a,Y,0,NA,Information Technology and Market Rewards: Incentivizing Aflatoxin Control in Ghana,Journal of Development Economics,10.1016/j.jdeveco.2020.102620,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jdeveco.2020.102620,0,Outside active CSU affiliation
Magnan,Nicholas,Ag and Food,2025,JA,a,Y,0,NA,Going the Distance: Hybrid Vocational Training for Women in Nepal,Journal of Development Economics,10.1016/j.jdeveco.2024.103414,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jdeveco.2024.103414,1,Active CSU affiliation
Magnan,Nicholas,Ag and Food,2024,JA,a,Y,0,NA,Challenges to Groundnut Value Chain Development: Lessons from an Attempted Experiment in Ghana,Journal of Development Effectiveness,10.1080/19439342.2024.2319657,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/19439342.2024.2319657,1,Active CSU affiliation
Suter,Jordan,ENRE,2022,JA,a,U,0,NA,Experimental Evidence of Common Pool Resource Use in the Presence of Uncertainty,Journal of Economic Behavior and Organization,10.1016/j.jebo.2021.12.012,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jebo.2021.12.012,1,Active CSU affiliation
Magnan,Nicholas,Ag and Food,2022,JA,a,N,0,NA,Demand for Weather Index Insurance among Smallholder Farmers under Prospect Theory,Journal of Economic Behavior and Organization,10.1016/j.jebo.2022.07.027,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jebo.2022.07.027,0,Outside active CSU affiliation
Van Sandt,Anders,Ag and Food,2025,JA,a,N,0,NA,Revealing US Retail Industries Functional Hierarchy Through Demand Thresholds,Journal of Economic Structures,10.1186/s40008-025-00359-0,vansandtanders.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1186/s40008-025-00359-0,1,Active CSU affiliation
Woerman,Matt,ENRE,2023,JA,a,N,0,NA,Linking carbon markets with different initial conditions,Journal of Environmental Economics and Management,10.1016/j.jeem.2023.102820,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jeem.2023.102820,1,Active CSU affiliation
Goemans,Chris,ENRE,2025,JA,a,N,0,NA,Insurance and Extraction Incentives in a Common Pool Resource,Journal of Environmental Economics and Management,10.1016/j.jeem.2025.103125,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jeem.2025.103125,1,Active CSU affiliation
Bayham,Jude,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Does air pollution increase electric vehicle adoption,Journal of Environmental Economics and Policy,10.1080/21606544.2022.2059015,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/21606544.2022.2059015,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Does air pollution increase electric vehicle adoption,Journal of Environmental Economics and Policy,10.1080/21606544.2022.2059015,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/21606544.2022.2059015,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2022,JA,a,Y,0,NA,Economic and Environmental Impacts of Ballast Water Management on SIDS and LDCs,Journal of Environmental Management,10.1016/j.jenvman.2021.113779,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jenvman.2021.113779,1,Active CSU affiliation
Ritten,John,Ag and Food,2023,JA,a,N,0,NA,Ranch-Level Economic Benefits of Working Lands Greater Sage-Grouse Conservation Programs,Journal of Environmental Management,10.1016/j.jenvman.2022.116420,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jenvman.2022.116420,1,Active CSU affiliation
Ritten,John,Ag and Food,2024,JA,a,N,0,NA,The LTAR Grazingland Common Experiment at the Central Plains Experimental Range,Journal of Environmental Quality,10.1002/jeq2.20599,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jeq2.20599,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Building consensus toward an effective performance indicator framework for sustainable farms,Journal of Environmental Quality,10.1002/jeq2.70051,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jeq2.70051,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2021,JA,b,Y,0,NA,Potential Impacts of Hard Infrastructure Development on Food and Agricultural Trade,Journal of Food Distribution Research,10.22004/ag.econ.317782,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.317782,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2023,JA,b,Y,0,NA,Price Transmission and Asymmetry in the Colorado Potato Supply Chain,Journal of Food Distribution Research,10.22004/ag.econ.339678,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.339678,1,Active CSU affiliation
Bayham,Jude,ENRE,2023,JA,a,N,0,NA,Wildfire Response: A System on the Brink,Journal of Forestry,10.1093/jofore/fvac042,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/jofore/fvac042,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2022,JA,a,N,0,NA,Smoke-Driven Changes in Photosynthetically Active Radiation During US Growing Season,Journal of Geophysical Research: Atmospheres,10.1029/2022jd037446,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2022jd037446,1,Active CSU affiliation
Van Sandt,Anders,Ag and Food,2026,JA,a,NA,0,NA,Nurse practitioner training and local medical provider supply,Journal of Health Economics,10.1016/j.jhealeco.2026.103121,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1016/j.jhealeco.2026.103121,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2024,JA,a,N,0,NA,Determining the Optimal Food Hub Location in the Fresh Produce Supply Chain,Journal of Modelling in Management,10.1108/jm2-02-2024-0042,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1108/jm2-02-2024-0042,1,Active CSU affiliation
Suter,Jordan,ENRE,2023,JA,a,N,0,NA,Camping in Clearcuts: Impacts of Timber Harvesting on USFS Campground Utilization,Journal of Outdoor Recreation and Tourism,10.1016/j.jort.2023.100690,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.jort.2023.100690,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2021,JA,a,Y,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/josh.13013,1,Active CSU affiliation
Frasier,Marshall,Ag and Food,2021,JA,a,NA,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/josh.13013,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2021,JA,a,NA,1,Costanigro;Frasier;Jablonski,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/josh.13013,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2024,JA,a,N,0,NA,Delivering affordable clean energy to consumers,Journal of the Academy of Marketing Science,10.1007/s11747-024-01003-2,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s11747-024-01003-2,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2024,JA,b,N,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.131,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2024,JA,b,U,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.131,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2024,JA,b,N,1,Chenarides;Jablonski;Thilmany,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.131,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2026,JA,a,NA,0,NA,Regionalizing the food dollar,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.70044,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1002/jaa2.70044,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2023,JA,a,Y,0,NA,Potential economic impacts of foot-and-mouth disease in Brazil,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.73,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.73,1,Active CSU affiliation
Suter,Jordan,ENRE,2023,JA,a,N,0,NA,"Seasons, Stress, Salience, and Support for Cooperative Groundwater Management",Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.78,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.78,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2023,JA,b,N,0,NA,Estimating the Ex-Ante Adoption Determinants of Novel Cropping Systems with Nonpecuniary Benefits,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.93,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.93,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2024,JA,b,N,0,NA,Farm to School Programming Spillovers and Households Fruits and Vegetables Purchases,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.95,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/jaa2.95,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,b,Y,0,NA,Total Ranch Analysis Colorado (TRAC): A Ranch Benchmarking Program,Journal of the American Society of Farm Managers and Rural Appraisers,10.22004/ag.econ.342913,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.342913,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,b,Y,0,NA,Farm-Level Economics of Bioenergy in the Upper Missouri River Basin,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,titleyear:farm level economics of bioenergy in the upper missouri rive|2022,1,Active CSU affiliation
Ritten,John,Ag and Food,2024,JA,b,Y,0,NA,Feasibility of Integrating Cover Crops into Irrigated Barley,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,titleyear:feasibility of integrating cover crops into irrigated barley|2024,1,Active CSU affiliation
Goemans,Chris,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/714148,1,Active CSU affiliation
Manning,Dale,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/714148,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Policy Leakage or Policy Benefit? Spatial Spillovers from Conservation Policies,Journal of the Association of Environmental and Resource Economists,10.1086/714148,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/714148,1,Active CSU affiliation
Manning,Dale,ENRE,2022,JA,a,N,0,NA,Ecosystem Services and Land Rental Markets: Producer Costs of Bat Population Crashes,Journal of the Association of Environmental and Resource Economists,10.1086/720303,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/720303,1,Active CSU affiliation
Kroll,Stephan,ENRE,2024,JA,a,N,0,NA,International Climate Agreements under the Threat of Solar Geoengineering,Journal of the Association of Environmental and Resource Economists,10.1086/728140,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/728140,1,Active CSU affiliation
Woerman,Matt,ENRE,2024,JA,a,N,0,NA,Intermittency or uncertainty? Impacts of renewable energy in electricity markets,Journal of the Association of Environmental and Resource Economists,10.1086/729841,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1086/729841,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2021,JA,a,N,1,Costanigro;Jablonski,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/jwe.2021.8,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Costanigro;Jablonski,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/jwe.2021.8,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2024,JA,a,N,0,NA,Value of Farm Data in Farmland Rental Markets,Land Economics,10.3368/le.100.4.041023-0032R1,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3368/le.100.4.041023-0032r1,1,Active CSU affiliation
Lewis,Lynne,ENRE,2024,JA,a,N,0,NA,Fat Tails and WTP: Kristrom revisited,Land Economics,10.3368/le.100.4.060823-0052r,lewislynne.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3368/le.100.4.060823-0052r,1,Active CSU affiliation
Bayham,Jude,ENRE,2026,JA,a,N,0,NA,Are mobility data a substitute for travel cost surveys,Land Economics,10.3368/le.102.3.012626-0015,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.3368/le.102.3.012626-0015,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,N,0,NA,The Importance of Well Yield in Groundwater Demand Specification,Land Economics,10.3368/wple.97.3.030320-0031r1,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3368/wple.97.3.030320-0031r1,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2023,JA,a,N,0,NA,Field experimental evidence on the effect of pricing on residential electricity conservation,Management Science,10.1287/mnsc.2020.02074,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1287/mnsc.2020.02074,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2024,JA,a,Y,0,NA,Consumer willingness to pay for beef based on color and price discounts,Meat Science,10.1016/j.meatsci.2024.109597,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.meatsci.2024.109597,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,b,N,0,NA,Maximizing the Efficiency of Active Case Finding for SARS-CoV-2 Using Bandit Algorithms,Medical Decision Making,10.1177/0272989x211021603,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1177/0272989x211021603,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2023,JA,b,Y,0,NA,Impacts of the COVID-19 Pandemic on Student Performance and Perceptions of Learning,NACTA Journal,10.56103/nactaj.v67i1.94,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.56103/nactaj.v67i1.94,1,Active CSU affiliation
Bennett,Jenny,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,bennettjenny.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation
Clark,Nathan,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,clarknathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2025,JA,b,N,1,Bennett;Clark;Enns,An examination of the effectiveness of an institutional intervention to improve retention,NACTA Journal,10.56103/nactaj.v69i1.210,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.56103/nactaj.v69i1.210,1,Active CSU affiliation
Woerman,Matt,ENRE,2026,JA,a,NA,0,NA,Reproducibility and robustness of economics and political science research,Nature,10.1038/s41586-026-10251-x,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1038/s41586-026-10251-x,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2025,JA,a,N,0,NA,Solar energy resource availability under extreme and historical wildfire smoke conditions,Nature Communications,10.1038/s41467-024-54163-8,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1038/s41467-024-54163-8,1,Active CSU affiliation
Seidl,Andrew,ENRE,2021,JA,a,N,0,NA,The effectiveness of national biodiversity investments to protect the wealth of nature,Nature Ecology and Evolution,10.1038/s41559-020-01372-1,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1038/s41559-020-01372-1,1,Active CSU affiliation
Seidl,Andrew,ENRE,2023,JA,a,N,0,NA,Crowdfunding marine and coastal parks and protected areas,Ocean & Coastal Management,10.1016/j.ocecoaman.2023.106726,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.ocecoaman.2023.106726,1,Active CSU affiliation
Seidl,Andrew,ENRE,2021,JA,a,N,0,NA,Building sustainable financing for resilient protected and conserved areas,PARKS,10.2305/IUCN.CH.2021.PARKS-27-SITC.en,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.2305/iucn.ch.2021.parks-27-sitc.en,1,Active CSU affiliation
Hoag,Dana,ENRE,2026,JA,a,N,0,NA,Drivers of wolf depredation reporting and compensation use intentions by livestock producers,PeerJ,10.7717/peerj.20732,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.7717/peerj.20732,1,Active CSU affiliation
Suter,Jordan,ENRE,2022,JA,a,Y,0,NA,Summer Crowds: USFS Campground Reservations During the COVID-19 Pandemic,PLOS ONE,10.1371/journal.pone.0261833,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1371/journal.pone.0261833,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2024,JA,a,Y,0,NA,Economic effects of livestock disease burden in Ethiopia: a CGE analysis,PLOS ONE,10.1371/journal.pone.0310268,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1371/journal.pone.0310268,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2025,JA,a,N,1,Delay;Mooney,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1371/journal.pone.0320316,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,a,N,1,Delay;Mooney,Externalities in Wild Pig Damages on US Crop and Livestock Farms,PLOS ONE,10.1371/journal.pone.0320316,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1371/journal.pone.0320316,1,Active CSU affiliation
Goemans,Chris,ENRE,2024,JA,a,N,0,NA,A review of residential water conservation policies,PLOS Water,10.1371/journal.pwat.0000278,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1371/journal.pwat.0000278,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2021,JA,a,N,0,NA,Understanding the Farm Data Lifecycle,Precision Agriculture,10.1007/s11119-021-09807-w,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s11119-021-09807-w,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2025,JA,a,U,0,NA,Integrating epidemiological and economic models to estimate FMD outbreak cost in Brazil,Preventive Veterinary Medicine,10.1016/j.prevetmed.2025.106558,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.prevetmed.2025.106558,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Measuring voluntary and policy-induced social distancing behavior during COVID-19,Proceedings of the National Academy of Sciences,10.1073/pnas.2008814118,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1073/pnas.2008814118,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2021,JA,b,N,0,NA,"The Impacts of COVID-19 on GDP, food prices, and food security",Q Open,10.1093/qopen/qoab005,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/qopen/qoab005,1,Active CSU affiliation
Kroll,Stephan,ENRE,2021,JA,b,N,0,NA,Inequality Hinders Group Efforts to Avoid Environmental Disasters,Q Open,10.1093/qopen/qoab006,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/qopen/qoab006,1,Active CSU affiliation
